N,n,seed_a,seed_b,d_l2
32,0.9,105000,105001,0.0002875673625995562
32,0.9,105000,105002,0.0003049433331819189
32,0.9,105000,105003,0.00045266298099655336
32,0.9,105000,105004,0.0005189721924443301
32,0.9,105000,105005,0.00012174741483718275
32,0.9,105000,105006,0.00045532170414038013
32,0.9,105000,105007,0.0003769241654355542
32,0.9,105000,105008,0.00036217302710203836
32,0.9,105000,105009,0.0004886348133389181
32,0.9,105001,105002,0.0005753336395657984
32,0.9,105001,105003,0.0007254180609934045
32,0.9,105001,105004,0.0007845347713562786
32,0.9,105001,105005,0.00028026516723165157
32,0.9,105001,105006,0.0007282990662387147
32,0.9,105001,105007,0.00017359704923152223
32,0.9,105001,105008,0.00046589939863494025
32,0.9,105001,105009,0.0002129868625814752
32,0.9,105002,105003,0.00020151266529186402
32,0.9,105002,105004,0.0003132263880104778
32,0.9,105002,105005,0.00031867517840551967
32,0.9,105002,105006,0.00020567613421082956
32,0.9,105002,105007,0.0006418492655786417
32,0.9,105002,105008,0.0005146435734571134
32,0.9,105002,105009,0.0007800105080927239
32,0.9,105003,105004,0.0001307653540455335
32,0.9,105003,105005,0.0004921556586665231
32,0.9,105003,105006,0.00010622178972088684
32,0.9,105003,105007,0.0008156798773716324
32,0.9,105003,105008,0.0005303988638252285
32,0.9,105003,105009,0.0009343387422811089
32,0.9,105004,105005,0.0005758322196159538
32,0.9,105004,105006,0.00016919295113129276
32,0.9,105004,105007,0.000890479054448452
32,0.9,105004,105008,0.0005108960808508618
32,0.9,105004,105009,0.0009918976380495711
32,0.9,105005,105006,0.0004864645360774175
32,0.9,105005,105007,0.00032894982067878625
32,0.9,105005,105008,0.000461852899378929
32,0.9,105005,105009,0.0004757978363662111
32,0.9,105006,105007,0.0008094582990129869
32,0.9,105006,105008,0.0005462450802610157
32,0.9,105006,105009,0.0009352953192683585
32,0.9,105007,105008,0.0006210030576576845
32,0.9,105007,105009,0.00019912505022402177
32,0.9,105008,105009,0.00062749951379592
